timestamp,datetime,mid_price,volatility,kappa,A,gamma,optimal_spread_bps,bid_spread_bps,ask_spread_bps,bid_price,ask_price,reservation_price
1763876969428,N/A,2824.850,0.000202,1.39,0.01,0.10,100.04,50.02,50.02,2810.72,2838.98,2824.85
1763877029429,N/A,2825.150,0.000198,1.39,0.01,0.10,100.03,50.01,50.01,2811.02,2839.28,2825.15
1763877089528,N/A,2824.050,0.000193,1.39,0.01,0.10,100.06,50.03,50.03,2809.92,2838.18,2824.05
1763877149627,N/A,2822.450,0.000189,1.39,0.01,0.10,100.05,50.02,50.02,2808.33,2836.57,2822.45
1763877209627,N/A,2821.350,0.000186,1.40,0.01,0.10,100.02,50.01,50.01,2807.24,2835.46,2821.35
1763877269628,N/A,2822.550,0.000182,0.71,0.00,0.10,100.05,50.02,50.02,2808.43,2836.67,2822.55
1763877329731,N/A,2824.250,0.000179,0.71,0.00,0.10,100.06,50.03,50.03,2810.12,2838.38,2824.25
1763877389828,N/A,2822.350,0.000176,0.71,0.00,0.10,100.05,50.02,50.02,2808.23,2836.47,2822.35
1763877449928,N/A,2824.250,0.000173,0.71,0.00,0.10,100.06,50.03,50.03,2810.12,2838.38,2824.25
1763877509929,N/A,2823.950,0.000170,0.72,0.00,0.10,100.00,50.00,50.00,2809.83,2838.07,2823.95
1763877570030,N/A,2824.650,0.000167,0.72,0.00,0.10,100.04,50.02,50.02,2810.52,2838.78,2824.65
1763877630031,N/A,2824.150,0.000164,0.72,0.00,0.10,100.06,50.03,50.03,2810.02,2838.28,2824.15
1763877690039,N/A,2823.550,0.000162,0.72,0.00,0.10,100.01,50.00,50.00,2809.43,2837.67,2823.55
1763877750130,N/A,2824.050,0.000160,0.72,0.00,0.10,100.06,50.03,50.03,2809.92,2838.18,2824.05
1763877810133,N/A,2825.550,0.000158,0.74,0.00,0.10,100.01,50.00,50.00,2811.42,2839.68,2825.55
1763877870331,N/A,2825.050,0.000155,1.49,0.00,0.10,100.03,50.01,50.01,2810.92,2839.18,2825.05
1763877930428,N/A,2829.850,0.000154,1.49,0.00,0.10,100.00,50.00,50.00,2815.70,2844.00,2829.85
1763877990428,N/A,2828.250,0.000152,1.60,0.01,0.10,100.06,50.03,50.03,2814.10,2842.40,2828.25
1763878050428,N/A,2830.950,0.000150,1.61,0.01,0.10,100.03,50.01,50.01,2816.79,2845.11,2830.95
1763878110428,N/A,2829.650,0.000148,0.81,0.00,0.10,100.01,50.00,50.00,2815.50,2843.80,2829.65
1763878170430,N/A,2826.550,0.000147,0.81,0.00,0.10,100.05,50.02,50.02,2812.41,2840.69,2826.55
1763878230528,N/A,2826.550,0.000145,0.81,0.00,0.10,100.05,50.02,50.02,2812.41,2840.69,2826.55
1763878290531,N/A,2825.250,0.000143,0.81,0.00,0.10,100.02,50.01,50.01,2811.12,2839.38,2825.25
1763878350728,N/A,2824.650,0.000142,0.81,0.00,0.10,100.04,50.02,50.02,2810.52,2838.78,2824.65
1763878410728,N/A,2825.050,0.000140,0.82,0.00,0.10,100.03,50.01,50.01,2810.92,2839.18,2825.05
1763878470728,N/A,2824.750,0.000139,0.82,0.00,0.10,100.04,50.02,50.02,2810.62,2838.88,2824.75
1763878530728,N/A,2824.850,0.000137,0.82,0.00,0.10,100.04,50.02,50.02,2810.72,2838.98,2824.85
1763878590731,N/A,2824.350,0.000136,0.82,0.00,0.10,100.05,50.02,50.02,2810.22,2838.48,2824.35
1763878650733,N/A,2825.250,0.000135,0.83,0.00,0.10,100.02,50.01,50.01,2811.12,2839.38,2825.25
1763878710829,N/A,2824.650,0.000133,0.83,0.00,0.10,98.34,49.17,49.17,2810.76,2838.54,2824.65
1763878770931,N/A,2824.7,0.000132,0.83,0.00,0.10,96.71,48.35,48.35,2811.04,2838.36,2824.70
1763878831028,N/A,2825.950,0.000131,0.83,0.00,0.10,95.11,47.55,47.55,2812.51,2839.39,2825.95
1763878891029,N/A,2826.050,0.000130,0.84,0.00,0.10,93.41,46.70,46.70,2812.85,2839.25,2826.05
1763878951033,N/A,2825.650,0.000128,0.74,0.00,0.10,92.86,46.43,46.43,2812.53,2838.77,2825.65
1763879011130,N/A,2820.150,0.000128,0.60,0.00,0.10,93.54,46.77,46.77,2806.96,2833.34,2820.15
1763879071228,N/A,2819.350,0.000126,0.61,0.00,0.10,92.00,46.00,46.00,2806.38,2832.32,2819.35
1763879131228,N/A,2819.850,0.000125,0.60,0.00,0.10,90.78,45.39,45.39,2807.05,2832.65,2819.85
1763879191228,N/A,2819.550,0.000124,0.62,0.00,0.10,89.16,44.58,44.58,2806.98,2832.12,2819.55
1763879251328,N/A,2819.550,0.000123,0.62,0.00,0.10,87.81,43.90,43.90,2807.17,2831.93,2819.55
1763879311328,N/A,2819.050,0.000122,0.64,0.00,0.10,86.05,43.02,43.02,2806.92,2831.18,2819.05
1763879371328,N/A,2820.450,0.000045,1.90,0.00,0.10,14.04,7.02,7.02,2818.47,2822.43,2820.45
1763879431328,N/A,2820.250,0.000046,1.90,0.00,0.10,14.18,7.09,7.09,2818.25,2822.25,2820.25
1763879491331,N/A,2820.150,0.000046,1.90,0.00,0.10,14.25,7.12,7.12,2818.14,2822.16,2820.15
1763879551427,N/A,2819.350,0.000046,1.90,0.00,0.10,14.25,7.12,7.12,2817.34,2821.36,2819.35
1763879611429,N/A,2814.950,0.000047,2.10,0.00,0.10,14.35,7.17,7.17,2812.93,2816.97,2814.95
1763879671531,N/A,2814.950,0.000046,2.10,0.00,0.10,14.20,7.10,7.10,2812.95,2816.95,2814.95
1763879731629,N/A,2813.750,0.000047,2.02,0.00,0.10,14.42,7.21,7.21,2811.72,2815.78,2813.75
1763879791728,N/A,2812.950,0.000047,2.01,0.00,0.10,14.50,7.25,7.25,2810.91,2814.99,2812.95
1763879851728,N/A,2811.450,0.000047,1.91,0.00,0.10,14.65,7.32,7.32,2809.39,2813.51,2811.45
1763879911728,N/A,2809.250,0.000050,1.24,0.00,0.10,18.15,9.07,9.07,2806.70,2811.80,2809.25
1763879971830,N/A,2811.050,0.000049,1.07,0.00,0.10,18.56,9.28,9.28,2808.44,2813.66,2811.05
1763880031929,N/A,2808.150,0.000049,1.07,0.00,0.10,18.44,9.22,9.22,2805.56,2810.74,2808.15
1763880091931,N/A,2810.250,0.000049,1.08,0.00,0.10,18.71,9.35,9.35,2807.62,2812.88,2810.25
1763880152028,N/A,2809.450,0.000049,5.02,0.00,0.10,13.66,6.83,6.83,2807.53,2811.37,2809.45
1763880212028,N/A,2811.050,0.000049,5.11,0.00,0.10,13.51,6.75,6.75,2809.15,2812.95,2811.05
1763880272028,N/A,2811.050,0.000049,5.01,0.00,0.10,13.44,6.72,6.72,2809.16,2812.94,2811.05
1763880332028,N/A,2812.150,0.000049,5.00,0.00,0.10,13.37,6.68,6.68,2810.27,2814.03,2812.15
1763880392029,N/A,2813.150,0.000048,5.00,0.00,0.10,13.29,6.64,6.64,2811.28,2815.02,2813.15
1763880452128,N/A,2812.350,0.000048,4.98,0.00,0.10,13.15,6.57,6.57,2810.50,2814.20,2812.35
1763880512228,N/A,2813.650,0.000047,4.81,0.00,0.10,12.58,6.29,6.29,2811.88,2815.42,2813.65
1763880572228,N/A,2811.650,0.000047,4.80,0.00,0.10,12.51,6.25,6.25,2809.89,2813.41,2811.65
1763880632233,N/A,2810.050,0.000047,4.80,0.00,0.10,12.52,6.26,6.26,2808.29,2811.81,2810.05
1763880692329,N/A,2809.7,0.000047,4.80,0.00,0.10,12.59,6.29,6.29,2807.93,2811.47,2809.70
1763880752427,N/A,2808.850,0.000047,4.80,0.00,0.10,12.60,6.30,6.30,2807.08,2810.62,2808.85
1763880812428,N/A,2807.950,0.000047,4.84,0.00,0.10,12.60,6.30,6.30,2806.18,2809.72,2807.95
1763880872628,N/A,2807.950,0.000047,4.85,0.00,0.10,12.46,6.23,6.23,2806.20,2809.70,2807.95
1763880932629,N/A,2808.050,0.000046,4.85,0.00,0.10,12.39,6.19,6.19,2806.31,2809.79,2808.05
1763880992728,N/A,2808.950,0.000046,4.86,0.00,0.10,12.31,6.15,6.15,2807.22,2810.68,2808.95
1763881052728,N/A,2808.950,0.000046,4.88,0.00,0.10,12.03,6.01,6.01,2807.26,2810.64,2808.95
1763881112733,N/A,2810.450,0.000046,4.77,0.00,0.10,12.16,6.08,6.08,2808.74,2812.16,2810.45
1763881172828,N/A,2811.650,0.000046,4.77,0.00,0.10,12.09,6.04,6.04,2809.95,2813.35,2811.65
1763881232832,N/A,2810.450,0.000046,4.78,0.00,0.10,12.31,6.15,6.15,2808.72,2812.18,2810.45
1763881292840,N/A,2809.550,0.000046,4.76,0.00,0.10,12.17,6.08,6.08,2807.84,2811.26,2809.55
1763881352928,N/A,2810.050,0.000047,4.78,0.00,0.10,12.59,6.29,6.29,2808.28,2811.82,2810.05
1763881412929,N/A,2802.050,0.000049,4.89,0.00,0.10,13.63,6.81,6.81,2800.14,2803.96,2802.05
1763881472930,N/A,2798.950,0.000051,4.90,0.00,0.10,14.50,7.25,7.25,2796.92,2800.98,2798.95
1763881532931,N/A,2794.150,0.000052,4.93,0.00,0.10,15.24,7.62,7.62,2792.02,2796.28,2794.15
1763881593030,N/A,2796.550,0.000052,4.42,0.00,0.10,15.51,7.75,7.75,2794.38,2798.72,2796.55
1763881653133,N/A,2796.550,0.000052,4.42,0.00,0.10,15.51,7.75,7.75,2794.38,2798.72,2796.55
1763881713228,N/A,2796.050,0.000052,4.42,0.00,0.10,15.37,7.68,7.68,2793.90,2798.20,2796.05
1763881773230,N/A,2796.7,0.000052,3.76,0.00,0.10,15.66,7.83,7.83,2794.51,2798.89,2796.70
1763881833231,N/A,2798.950,0.000053,3.76,0.00,0.10,15.86,7.93,7.93,2796.73,2801.17,2798.95
1763881893328,N/A,2799.250,0.000053,3.74,0.00,0.10,15.78,7.89,7.89,2797.04,2801.46,2799.25
1763881953328,N/A,2799.550,0.000053,3.75,0.00,0.10,15.93,7.96,7.96,2797.32,2801.78,2799.55
1763882013328,N/A,2801.850,0.000053,3.75,0.00,0.10,16.13,8.06,8.06,2799.59,2804.11,2801.85
1763882073329,N/A,2804.050,0.000053,3.76,0.00,0.10,16.26,8.13,8.13,2801.77,2806.33,2804.05
1763882133428,N/A,2803.350,0.000053,3.76,0.00,0.10,16.19,8.09,8.09,2801.08,2805.62,2803.35
1763882193432,N/A,2797.950,0.000054,3.82,0.00,0.10,16.51,8.25,8.25,2795.64,2800.26,2797.95
1763882253529,N/A,2792.250,0.000055,3.81,0.00,0.10,16.97,8.48,8.48,2789.88,2794.62,2792.25
1763882313534,N/A,2787.150,0.000057,3.90,0.00,0.10,18.08,9.04,9.04,2784.63,2789.67,2787.15
1763882373632,N/A,2788.650,0.000058,3.93,0.00,0.10,18.71,9.35,9.35,2786.04,2791.26,2788.65
1763882433828,N/A,2790.350,0.000058,3.93,0.00,0.10,18.92,9.46,9.46,2787.71,2792.99,2790.35
1763882493928,N/A,2788.350,0.000059,3.89,0.00,0.10,19.15,9.57,9.57,2785.68,2791.02,2788.35
1763882553930,N/A,2788.750,0.000059,6.51,0.02,0.10,18.43,9.21,9.21,2786.18,2791.32,2788.75
1763882614032,N/A,2792.250,0.000059,6.50,0.02,0.10,18.55,9.27,9.27,2789.66,2794.84,2792.25
1763882674032,N/A,2793.850,0.000059,6.48,0.02,0.10,18.61,9.30,9.30,2791.25,2796.45,2793.85
1763882734128,N/A,2792.850,0.000059,2.37,0.00,0.10,20.76,10.38,10.38,2789.95,2795.75,2792.85
1763882794131,N/A,2790.250,0.000060,2.37,0.00,0.10,21.07,10.53,10.53,2787.31,2793.19,2790.25
1763882854232,N/A,2778.150,0.000066,1.92,0.00,0.10,25.70,12.85,12.85,2774.58,2781.72,2778.15
1763882914329,N/A,2780.350,0.000068,1.92,0.00,0.10,27.19,13.59,13.59,2776.57,2784.13,2780.35
1763882974428,N/A,2780.450,0.000069,1.92,0.00,0.10,27.54,13.77,13.77,2776.62,2784.28,2780.45
1763883034428,N/A,2780.750,0.000070,1.92,0.00,0.10,27.90,13.95,13.95,2776.87,2784.63,2780.75
1763883094428,N/A,2781.750,0.000070,1.92,0.00,0.10,28.39,14.19,14.19,2777.80,2785.70,2781.75
1763883154428,N/A,2782.050,0.000071,1.93,0.00,0.10,28.89,14.44,14.44,2778.03,2786.07,2782.05
1763883214432,N/A,2785.150,0.000070,1.85,0.00,0.10,28.72,14.36,14.36,2781.15,2789.15,2785.15
1763883274530,N/A,2784.950,0.000070,1.81,0.00,0.10,28.72,14.36,14.36,2780.95,2788.95,2784.95
1763883334533,N/A,2783.350,0.000070,1.79,0.00,0.10,28.67,14.33,14.33,2779.36,2787.34,2783.35
1763883394627,N/A,2786.550,0.000070,1.79,0.00,0.10,28.85,14.42,14.42,2782.53,2790.57,2786.55
1763883454632,N/A,2786.3,0.000070,1.79,0.00,0.10,28.71,14.35,14.35,2782.30,2790.30,2786.30
1763883514728,N/A,2785.950,0.000068,1.73,0.00,0.10,27.42,13.71,13.71,2782.13,2789.77,2785.95
1763883574730,N/A,2787.050,0.000069,1.74,0.00,0.10,27.77,13.88,13.88,2783.18,2790.92,2787.05
1763883634735,N/A,2789.350,0.000069,1.74,0.00,0.10,27.74,13.87,13.87,2785.48,2793.22,2789.35
1763883694828,N/A,2789.050,0.000069,1.73,0.00,0.10,27.89,13.94,13.94,2785.16,2792.94,2789.05
1763883754828,N/A,2791.550,0.000069,1.72,0.00,0.10,27.86,13.93,13.93,2787.66,2795.44,2791.55
1763883814828,N/A,2791.650,0.000069,1.66,0.00,0.10,28.01,14.00,14.00,2787.74,2795.56,2791.65
1763883874829,N/A,2791.750,0.000069,1.66,0.00,0.10,28.08,14.04,14.04,2787.83,2795.67,2791.75
1763883934928,N/A,2790.350,0.000069,1.66,0.00,0.10,28.09,14.04,14.04,2786.43,2794.27,2790.35
1763883994930,N/A,2791.050,0.000069,1.69,0.00,0.10,28.01,14.00,14.00,2787.14,2794.96,2791.05
1763884054931,N/A,2789.650,0.000069,1.69,0.00,0.10,28.10,14.05,14.05,2785.73,2793.57,2789.65
1763884114932,N/A,2792.950,0.000069,1.69,0.00,0.10,28.21,14.10,14.10,2789.01,2796.89,2792.95
1763884175033,N/A,2792.750,0.000069,1.69,0.00,0.10,28.14,14.07,14.07,2788.82,2796.68,2792.75
1763884235129,N/A,2793.150,0.000069,1.69,0.00,0.10,28.14,14.07,14.07,2789.22,2797.08,2793.15
1763884295228,N/A,2792.450,0.000069,1.71,0.00,0.10,27.71,13.85,13.85,2788.58,2796.32,2792.45
1763884355228,N/A,2792.750,0.000069,1.71,0.00,0.10,27.85,13.92,13.92,2788.86,2796.64,2792.75
1763884415230,N/A,2793.050,0.000069,1.71,0.00,0.10,27.78,13.89,13.89,2789.17,2796.93,2793.05
1763884475332,N/A,2791.9,0.000069,1.69,0.00,0.10,27.93,13.96,13.96,2788.00,2795.80,2791.90
1763884535428,N/A,2789.250,0.000069,1.72,0.00,0.10,28.03,14.01,14.01,2785.34,2793.16,2789.25
1763884595428,N/A,2788.750,0.000069,1.72,0.00,0.10,28.32,14.16,14.16,2784.80,2792.70,2788.75
1763884655428,N/A,2791.150,0.000070,1.71,0.00,0.10,28.51,14.25,14.25,2787.17,2795.13,2791.15
1763884715428,N/A,2792.150,0.000070,1.66,0.00,0.10,28.50,14.25,14.25,2788.17,2796.13,2792.15
1763884775531,N/A,2792.650,0.000070,1.67,0.00,0.10,28.50,14.25,14.25,2788.67,2796.63,2792.65
1763884835533,N/A,2792.650,0.000069,1.67,0.00,0.10,28.28,14.14,14.14,2788.70,2796.60,2792.65
1763884895628,N/A,2794.950,0.000069,1.76,0.00,0.10,28.19,14.09,14.09,2791.01,2798.89,2794.95
1763884955629,N/A,2799.850,0.000070,1.78,0.00,0.10,28.35,14.17,14.17,2795.88,2803.82,2799.85
1763885015632,N/A,2798.250,0.000068,1.74,0.00,0.10,27.37,13.68,13.68,2794.42,2802.08,2798.25
1763885075728,N/A,2798.350,0.000067,1.73,0.00,0.10,26.73,13.36,13.36,2794.61,2802.09,2798.35
1763885135731,N/A,2799.250,0.000065,1.70,0.00,0.10,25.64,12.82,12.82,2795.66,2802.84,2799.25
1763885195828,N/A,2798.450,0.000065,1.63,0.00,0.10,25.51,12.75,12.75,2794.88,2802.02,2798.45
1763885255829,N/A,2798.950,0.000065,1.63,0.00,0.10,25.29,12.64,12.64,2795.41,2802.49,2798.95
1763885315829,N/A,2800.150,0.000065,1.63,0.00,0.10,25.57,12.78,12.78,2796.57,2803.73,2800.15
1763885375831,N/A,2800.850,0.000065,1.55,0.00,0.10,25.77,12.88,12.88,2797.24,2804.46,2800.85
1763885435928,N/A,2800.350,0.000065,1.55,0.00,0.10,25.71,12.85,12.85,2796.75,2803.95,2800.35
1763885495928,N/A,2802.350,0.000065,1.55,0.00,0.10,25.90,12.95,12.95,2798.72,2805.98,2802.35
1763885555928,N/A,2802.850,0.000065,1.55,0.00,0.10,25.90,12.95,12.95,2799.22,2806.48,2802.85
1763885616128,N/A,2802.550,0.000065,1.55,0.00,0.10,25.83,12.91,12.91,2798.93,2806.17,2802.55
1763885676131,N/A,2803.450,0.000065,1.55,0.00,0.10,25.89,12.94,12.94,2799.82,2807.08,2803.45
1763885736229,N/A,2801.750,0.000065,1.56,0.00,0.10,26.05,13.02,13.02,2798.10,2805.40,2801.75
1763885796231,N/A,2802.750,0.000065,1.44,0.00,0.10,25.97,12.98,12.98,2799.11,2806.39,2802.75
1763885856332,N/A,2800.950,0.000064,1.46,0.00,0.10,25.41,12.70,12.70,2797.39,2804.51,2800.95
1763885916332,N/A,2800.350,0.000062,1.41,0.00,0.10,24.56,12.28,12.28,2796.91,2803.79,2800.35
1763885976428,N/A,2803.950,0.000061,1.41,0.00,0.10,23.96,11.98,11.98,2800.59,2807.31,2803.95
1763886036428,N/A,2803.250,0.000061,1.41,0.00,0.10,23.90,11.95,11.95,2799.90,2806.60,2803.25
1763886096428,N/A,2806.350,0.000062,1.41,0.00,0.10,24.08,12.04,12.04,2802.97,2809.73,2806.35
1763886156527,N/A,2806.550,0.000062,1.41,0.00,0.10,24.08,12.04,12.04,2803.17,2809.93,2806.55
1763886216528,N/A,2806.050,0.000061,1.41,0.00,0.10,23.59,11.79,11.79,2802.74,2809.36,2806.05
1763886276528,N/A,2804.1,0.000061,1.42,0.00,0.10,23.67,11.83,11.83,2800.78,2807.42,2804.10
1763886336528,N/A,2805.750,0.000061,4.58,0.01,0.10,20.24,10.12,10.12,2802.91,2808.59,2805.75
1763886396531,N/A,2806.450,0.000060,4.58,0.01,0.10,19.95,9.97,9.97,2803.65,2809.25,2806.45
1763886456633,N/A,2807.750,0.000053,9.04,0.01,0.10,15.17,7.58,7.58,2805.62,2809.88,2807.75
1763886516729,N/A,2806.850,0.000051,9.20,0.01,0.10,13.89,6.94,6.94,2804.90,2808.80,2806.85
1763886576730,N/A,2806.050,0.000050,8.91,0.01,0.10,13.39,6.69,6.69,2804.17,2807.93,2806.05
1763886636833,N/A,2806.550,0.000050,8.95,0.01,0.10,13.32,6.66,6.66,2804.68,2808.42,2806.55
1763886696930,N/A,2805.850,0.000049,8.94,0.01,0.10,12.90,6.45,6.45,2804.04,2807.66,2805.85
1763886756931,N/A,2806.250,0.000048,8.93,0.01,0.10,12.32,6.16,6.16,2804.52,2807.98,2806.25
1763886817030,N/A,2805.750,0.000048,8.93,0.01,0.10,12.61,6.30,6.30,2803.98,2807.52,2805.75
1763886877128,N/A,2806.550,0.000048,8.91,0.01,0.10,12.54,6.27,6.27,2804.79,2808.31,2806.55
1763886937129,N/A,2806.350,0.000049,8.53,0.01,0.10,12.75,6.37,6.37,2804.56,2808.14,2806.35
1763886997228,N/A,2805.350,0.000049,8.54,0.01,0.10,13.04,6.52,6.52,2803.52,2807.18,2805.35
1763887057229,N/A,2804.150,0.000049,8.53,0.01,0.10,13.19,6.59,6.59,2802.30,2806.00,2804.15
1763887117331,N/A,2805.350,0.000048,10.42,0.01,0.10,12.40,6.20,6.20,2803.61,2807.09,2805.35
1763887177337,N/A,2807.750,0.000048,9.54,0.02,0.10,12.46,6.23,6.23,2806.00,2809.50,2807.75
1763887237431,N/A,2805.450,0.000048,9.07,0.02,0.10,12.40,6.20,6.20,2803.71,2807.19,2805.45
1763887297431,N/A,2805.250,0.000047,9.04,0.02,0.10,12.12,6.06,6.06,2803.55,2806.95,2805.25
1763887357528,N/A,2803.350,0.000047,10.11,0.02,0.10,11.91,5.95,5.95,2801.68,2805.02,2803.35
1763887417528,N/A,2805.250,0.000047,10.11,0.02,0.10,11.90,5.95,5.95,2803.58,2806.92,2805.25
1763887477530,N/A,2803.850,0.000047,10.30,0.02,0.10,11.98,5.99,5.99,2802.17,2805.53,2803.85
1763887537530,N/A,2803.950,0.000048,8.35,0.01,0.10,12.33,6.16,6.16,2802.22,2805.68,2803.95
1763887597628,N/A,2807.950,0.000048,7.41,0.01,0.10,12.60,6.30,6.30,2806.18,2809.72,2807.95
1763887657629,N/A,2812.350,0.000049,7.41,0.01,0.10,13.01,6.50,6.50,2810.52,2814.18,2812.35
1763887717629,N/A,2811.950,0.000049,7.65,0.01,0.10,13.15,6.57,6.57,2810.10,2813.80,2811.95
1763887777729,N/A,2813.050,0.000049,7.68,0.01,0.10,13.29,6.64,6.64,2811.18,2814.92,2813.05
1763887837828,N/A,2812.350,0.000050,6.64,0.01,0.10,13.65,6.82,6.82,2810.43,2814.27,2812.35
1763887897830,N/A,2808.850,0.000050,6.43,0.01,0.10,13.88,6.94,6.94,2806.90,2810.80,2808.85
1763887957931,N/A,2808.350,0.000050,6.44,0.01,0.10,13.88,6.94,6.94,2806.40,2810.30,2808.35
1763888018032,N/A,2808.250,0.000050,6.46,0.01,0.10,13.88,6.94,6.94,2806.30,2810.20,2808.25
1763888078127,N/A,2809.050,0.000050,6.37,0.01,0.10,13.74,6.87,6.87,2807.12,2810.98,2809.05
1763888138133,N/A,2809.150,0.000050,6.29,0.01,0.10,13.74,6.87,6.87,2807.22,2811.08,2809.15
1763888198228,N/A,2810.050,0.000049,6.29,0.01,0.10,13.52,6.76,6.76,2808.15,2811.95,2810.05
1763888258232,N/A,2812.050,0.000050,6.34,0.01,0.10,13.58,6.79,6.79,2810.14,2813.96,2812.05
1763888318331,N/A,2812.750,0.000050,6.33,0.01,0.10,13.58,6.79,6.79,2810.84,2814.66,2812.75
1763888378427,N/A,2810.650,0.000050,6.58,0.01,0.10,13.66,6.83,6.83,2808.73,2812.57,2810.65
1763888438427,N/A,2809.850,0.000050,6.58,0.01,0.10,13.66,6.83,6.83,2807.93,2811.77,2809.85
1763888498430,N/A,2809.750,0.000050,6.30,0.01,0.10,13.66,6.83,6.83,2807.83,2811.67,2809.75
1763888558528,N/A,2809.250,0.000048,6.40,0.01,0.10,12.95,6.47,6.47,2807.43,2811.07,2809.25
1763888618528,N/A,2809.750,0.000048,6.47,0.01,0.10,12.95,6.47,6.47,2807.93,2811.57,2809.75
1763888678530,N/A,2810.450,0.000048,6.49,0.01,0.10,12.66,6.33,6.33,2808.67,2812.23,2810.45
1763888738632,N/A,2807.650,0.000048,6.67,0.01,0.10,12.82,6.41,6.41,2805.85,2809.45,2807.65
1763888798732,N/A,2806.550,0.000048,6.70,0.01,0.10,12.89,6.44,6.44,2804.74,2808.36,2806.55
1763888858827,N/A,2809.250,0.000049,6.70,0.01,0.10,13.02,6.51,6.51,2807.42,2811.08,2809.25
1763888918831,N/A,2808.850,0.000048,6.72,0.01,0.10,12.81,6.40,6.40,2807.05,2810.65,2808.85
1763888979128,N/A,2809.750,0.000048,6.72,0.01,0.10,12.52,6.26,6.26,2807.99,2811.51,2809.75
1763889039128,N/A,2809.150,0.000048,6.73,0.01,0.10,12.74,6.37,6.37,2807.36,2810.94,2809.15
1763889099130,N/A,2809.650,0.000048,6.72,0.01,0.10,12.59,6.29,6.29,2807.88,2811.42,2809.65
1763889159132,N/A,2808.550,0.000048,6.71,0.01,0.10,12.53,6.26,6.26,2806.79,2810.31,2808.55
1763889219136,N/A,2810.850,0.000048,6.72,0.01,0.10,12.59,6.29,6.29,2809.08,2812.62,2810.85
1763889279136,N/A,2809.050,0.000047,6.71,0.01,0.10,12.45,6.22,6.22,2807.30,2810.80,2809.05
1763889339232,N/A,2810.3,0.000047,5.56,0.01,0.10,12.59,6.29,6.29,2808.53,2812.07,2810.30
1763889399329,N/A,2810.850,0.000048,5.69,0.01,0.10,12.94,6.47,6.47,2809.03,2812.67,2810.85
1763889459429,N/A,2809.650,0.000049,5.52,0.01,0.10,13.59,6.79,6.79,2807.74,2811.56,2809.65
1763889519431,N/A,2813.250,0.000050,5.72,0.01,0.10,13.64,6.82,6.82,2811.33,2815.17,2813.25
1763889579628,N/A,2811.450,0.000049,5.72,0.01,0.10,13.58,6.79,6.79,2809.54,2813.36,2811.45
1763889639728,N/A,2814.250,0.000050,5.69,0.01,0.10,13.78,6.89,6.89,2812.31,2816.19,2814.25
1763889699728,N/A,2814.250,0.000049,5.68,0.01,0.10,13.36,6.68,6.68,2812.37,2816.13,2814.25
1763889759728,N/A,2813.250,0.000049,5.70,0.01,0.10,13.36,6.68,6.68,2811.37,2815.13,2813.25
1763889819732,N/A,2810.450,0.000049,5.70,0.01,0.10,13.59,6.79,6.79,2808.54,2812.36,2810.45
1763889879833,N/A,2808.350,0.000049,5.26,0.01,0.10,13.67,6.83,6.83,2806.43,2810.27,2808.35
1763889939928,N/A,2809.250,0.000049,5.28,0.01,0.10,13.59,6.79,6.79,2807.34,2811.16,2809.25
1763889999928,N/A,2807.750,0.000049,5.22,0.01,0.10,13.60,6.80,6.80,2805.84,2809.66,2807.75
1763890060028,N/A,2806.850,0.000050,5.35,0.01,0.10,13.75,6.87,6.87,2804.92,2808.78,2806.85
1763890120029,N/A,2807.150,0.000049,5.29,0.01,0.10,13.67,6.83,6.83,2805.23,2809.07,2807.15
1763890180128,N/A,2808.050,0.000049,5.30,0.01,0.10,13.53,6.76,6.76,2806.15,2809.95,2808.05
1763890240131,N/A,2809.850,0.000049,5.32,0.01,0.10,13.45,6.72,6.72,2807.96,2811.74,2809.85
1763890300229,N/A,2809.150,0.000049,5.47,0.01,0.10,13.59,6.79,6.79,2807.24,2811.06,2809.15
1763890360233,N/A,2809.1,0.000049,5.48,0.01,0.10,13.66,6.83,6.83,2807.18,2811.02,2809.10
1763890420328,N/A,2809.850,0.000049,5.51,0.01,0.10,13.38,6.69,6.69,2807.97,2811.73,2809.85
1763890480330,N/A,2807.550,0.000049,5.50,0.01,0.10,13.46,6.73,6.73,2805.66,2809.44,2807.55
1763890540339,N/A,2807.750,0.000048,5.69,0.01,0.10,13.10,6.55,6.55,2805.91,2809.59,2807.75
1763890600435,N/A,2807.050,0.000047,5.70,0.01,0.10,12.53,6.26,6.26,2805.29,2808.81,2807.05
1763890660527,N/A,2807.050,0.000048,5.87,0.01,0.10,12.75,6.37,6.37,2805.26,2808.84,2807.05
1763890720535,N/A,2812.650,0.000049,6.11,0.01,0.10,13.15,6.57,6.57,2810.80,2814.50,2812.65
1763890780628,N/A,2810.250,0.000048,6.03,0.01,0.10,13.09,6.54,6.54,2808.41,2812.09,2810.25
1763890840632,N/A,2810.050,0.000048,6.40,0.01,0.10,12.81,6.40,6.40,2808.25,2811.85,2810.05
1763890900728,N/A,2817.150,0.000050,6.34,0.01,0.10,13.70,6.85,6.85,2815.22,2819.08,2817.15
1763890960732,N/A,2818.550,0.000051,6.37,0.01,0.10,14.40,7.20,7.20,2816.52,2820.58,2818.55
1763891020831,N/A,2818.450,0.000051,6.37,0.01,0.10,14.47,7.23,7.23,2816.41,2820.49,2818.45
1763891080931,N/A,2818.750,0.000051,6.29,0.01,0.10,14.33,7.16,7.16,2816.73,2820.77,2818.75
